Birth;Sex;Reg;RegType;UkrTestStatus;Year;UkrBall100
1974;чоловіча;Кіровоградська  ;місто;Зараховано;2018;112.0
1974;жіноча;Одеська  ;місто;Зараховано;2018;112.0
1974;жіноча;Одеська  ;місто;Зараховано;2018;146.0
1974;жіноча;м.Київ;місто;Зараховано;2018;111.0
1974;чоловіча;Донецька  ;місто;Не подолав поріг;2018;0.0
1974;жіноча;Черкаська  ;село;Не подолав поріг;2018;0.0
1974;чоловіча;Тернопільська  ;село;Зараховано;2018;116.0
1974;жіноча;Харківська  ;місто;Зараховано;2018;146.0
1974;жіноча;Дніпропетровська  ;місто;Не з’явився;2018;NA
1975;чоловіча;м.Київ;місто;Зараховано;2018;157.0
1975;чоловіча;Луганська  ;місто;Не подолав поріг;2018;0.0
1975;жіноча;Миколаївська  ;місто;Не подолав поріг;2018;0.0
1975;жіноча;Полтавська  ;місто;Зараховано;2018;139.0
1975;жіноча;м.Київ;місто;Зараховано;2018;129.0
1975;жіноча;м.Київ;місто;Зараховано;2018;169.0
1975;жіноча;Рівненська  ;місто;Зараховано;2018;179.0
1975;жіноча;Київська  ;місто;Зараховано;2018;142.0
1975;жіноча;Івано-Франківська  ;місто;Зараховано;2018;159.0
1975;чоловіча;м.Київ;місто;Зараховано;2018;142.0
1975;жіноча;Львівська  ;місто;Зараховано;2018;152.0
1975;жіноча;м.Київ;місто;Зараховано;2018;163.0
1975;жіноча;Дніпропетровська  ;місто;Зараховано;2018;156.0
1975;жіноча;Київська  ;село;Зараховано;2018;134.0
1975;жіноча;Миколаївська  ;місто;Не подолав поріг;2018;0.0
1975;жіноча;Київська  ;місто;Зараховано;2018;169.0
1975;чоловіча;м.Київ;місто;Не з’явився;2018;NA
1975;чоловіча;Вінницька  ;село;Зараховано;2018;166.0
1975;жіноча;Харківська  ;місто;Зараховано;2018;151.0
1975;жіноча;Одеська  ;місто;Не з’явився;2018;NA
1975;жіноча;Дніпропетровська  ;місто;Не з’явився;2018;NA
1975;жіноча;Луганська  ;місто;Не з’явився;2018;NA
1975;чоловіча;Запорізька  ;місто;Не з’явився;2018;NA
1975;жіноча;Хмельницька  ;місто;Не з’явився;2018;NA
1975;жіноча;Запорізька  ;місто;Не з’явився;2018;NA
1975;чоловіча;Миколаївська  ;село;Зараховано;2018;139.0
1975;чоловіча;Рівненська  ;місто;Не подолав поріг;2018;0.0
1975;жіноча;Полтавська  ;село;Зараховано;2018;147.0
1975;жіноча;Дніпропетровська  ;місто;Зараховано;2018;148.0
1975;жіноча;м.Київ;місто;Не з’явився;2018;NA
1975;жіноча;Харківська  ;село;Зараховано;2018;138.0
1975;жіноча;Миколаївська  ;місто;Зараховано;2018;139.0
1975;жіноча;Полтавська  ;село;Зараховано;2018;165.0
1975;жіноча;Київська  ;місто;Зараховано;2018;141.0
1975;жіноча;Донецька  ;місто;Зараховано;2018;148.0
1975;жіноча;Херсонська  ;село;Зараховано;2018;157.0
1975;жіноча;Запорізька  ;місто;Зараховано;2018;136.0
1975;жіноча;Луганська  ;село;Не подолав поріг;2018;0.0
1975;чоловіча;Одеська  ;місто;Не з’явився;2018;NA
1975;жіноча;м.Київ;місто;Зараховано;2018;171.0
1975;чоловіча;Кіровоградська  ;місто;Зараховано;2018;112.0
1975;чоловіча;Закарпатська  ;місто;Не подолав поріг;2018;0.0
1975;жіноча;Дніпропетровська  ;село;Не подолав поріг;2018;0.0
1975;жіноча;Донецька  ;місто;Зараховано;2018;200.0
1975;жіноча;Донецька  ;місто;NA;2018;NA
1975;жіноча;Кіровоградська  ;місто;Не подолав поріг;2018;0.0
1975;жіноча;Хмельницька  ;місто;Зараховано;2018;123.0
1975;жіноча;Львівська  ;місто;Зараховано;2018;141.0
1975;чоловіча;Харківська  ;місто;Зараховано;2018;100.0
1975;жіноча;Львівська  ;місто;Не подолав поріг;2018;0.0
1975;жіноча;Донецька  ;місто;Зараховано;2018;163.0
1975;жіноча;Київська  ;місто;Зараховано;2018;114.0
1975;жіноча;м.Київ;місто;Зараховано;2018;143.0
1975;чоловіча;Одеська  ;місто;NA;2018;NA
1975;жіноча;Харківська  ;місто;Зараховано;2018;132.0
1975;жіноча;Кіровоградська  ;місто;Зараховано;2018;141.0
1975;жіноча;Київська  ;місто;Не з’явився;2018;NA
1975;жіноча;Кіровоградська  ;село;Зараховано;2018;109.0
1975;жіноча;Кіровоградська  ;місто;Зараховано;2018;119.0
1975;жіноча;Харківська  ;місто;NA;2018;NA
1975;жіноча;Дніпропетровська  ;місто;Не з’явився;2018;NA
1975;чоловіча;Херсонська  ;місто;Зараховано;2018;132.0
1975;чоловіча;Луганська  ;місто;Зараховано;2018;118.0
1975;чоловіча;Київська  ;місто;Не з’явився;2018;NA
1975;жіноча;Дніпропетровська  ;місто;Зараховано;2018;111.0
1975;жіноча;Харківська  ;місто;Зараховано;2018;167.0
1975;чоловіча;Миколаївська  ;місто;Зараховано;2018;138.0
1975;чоловіча;Одеська  ;місто;Не подолав поріг;2018;0.0
1975;жіноча;Київська  ;місто;Не з’явився;2018;NA
1975;жіноча;Луганська  ;село;Зараховано;2018;143.0
1975;чоловіча;Львівська  ;місто;Не подолав поріг;2018;0.0
1975;чоловіча;Львівська  ;село;NA;2018;NA
1975;чоловіча;Львівська  ;місто;Зараховано;2018;157.0
1975;жіноча;Дніпропетровська  ;місто;Зараховано;2018;167.0
1975;чоловіча;Київська  ;місто;Зараховано;2018;165.0
1975;жіноча;Дніпропетровська  ;місто;Зараховано;2018;152.0
1975;жіноча;Дніпропетровська  ;місто;Зараховано;2018;135.0
1975;жіноча;Житомирська  ;село;Зараховано;2018;164.0
1975;жіноча;Кіровоградська  ;село;Зараховано;2018;116.0
1975;жіноча;Дніпропетровська  ;місто;Зараховано;2018;164.0
1975;жіноча;Черкаська  ;село;Зараховано;2018;114.0
1975;жіноча;м.Київ;місто;Не з’явився;2018;NA
1975;жіноча;Запорізька  ;місто;Зараховано;2018;132.0
1975;жіноча;Київська  ;село;Зараховано;2018;123.0
1975;чоловіча;Київська  ;місто;Зараховано;2018;100.0
